category,date_calculated,sum,YYYY,exmonth
Restaurants and catering,2012-10-01,650.16,2012,10
Retail distribution services,2013-03-01,2649.09,2013,3
Retail distribution services,2011-08-01,1027.5,2011,8
Retail distribution services,2012-03-01,468,2012,3
Retail distribution services,2011-07-01,475,2011,7
Retail distribution services,2012-09-01,1590.17,2012,9
Retail distribution services,2014-12-01,404525.12,2014,12
Retail distribution services,2011-09-01,3577.08,2011,9
Retail distribution services,2011-03-01,450,2011,3
Retail distribution services,2014-01-01,4552.84,2014,1
Retail distribution services,2012-02-01,4409.39,2012,2
Retail distribution services,2013-02-01,2148.5,2013,2
Retail distribution services,2013-11-01,631.8,2013,11
Retail distribution services,2011-12-01,2042.32,2011,12
Retail distribution services,2011-06-01,499,2011,6
Retail distribution services,2014-02-01,4572.71,2014,2
Retail distribution services,2011-02-01,2202,2011,2
Retail distribution services,2012-08-01,539.7,2012,8
Retail distribution services,2012-04-01,612.02,2012,4
Retail distribution services,2012-12-01,4719.84,2012,12
Retail distribution services,2012-10-01,574.6,2012,10
Retail distribution services,2014-11-01,13112.19,2014,11
Retail distribution services,2011-04-01,2680.98,2011,4
Retail distribution services,2014-03-01,6160,2014,3
Retail distribution services,2012-11-01,3987.68,2012,11
Retail distribution services,2014-10-01,4501.99,2014,10
Retail distribution services,2013-01-01,1393.5,2013,1
Retail distribution services,2011-11-01,581.58,2011,11
Retail distribution services,2012-07-01,5990,2012,7
Retail distribution services,2013-12-01,23794.6,2013,12
Road cargo transport,2013-03-01,4478.53,2013,3
Road cargo transport,2011-08-01,11575.79,2011,8
Road cargo transport,2012-03-01,27187.2,2012,3
Road cargo transport,2012-09-01,10868,2012,9
Road cargo transport,2011-07-01,3368.6,2011,7
Road cargo transport,2014-12-01,918,2014,12
Road cargo transport,2011-09-01,19542.24,2011,9
Road cargo transport,2012-02-01,1701,2012,2
Road cargo transport,2011-03-01,4031,2011,3
Road cargo transport,2011-12-01,9277.36,2011,12
Road cargo transport,2013-11-01,590,2013,11
Road cargo transport,2013-02-01,31757.03,2013,2
Road cargo transport,2011-06-01,5120,2011,6
Road cargo transport,2012-05-01,24914.36,2012,5
Road cargo transport,2012-08-01,6387.7,2012,8
Road cargo transport,2011-02-01,8062,2011,2
Road cargo transport,2012-01-01,14044.27,2012,1
Road cargo transport,2012-12-01,9218.2,2012,12
Road cargo transport,2012-04-01,24629.91,2012,4
Road cargo transport,2011-10-01,2700,2011,10
Road cargo transport,2012-10-01,15073.88,2012,10
Road cargo transport,2011-05-01,1312.34,2011,5
Road cargo transport,2014-11-01,15677.2,2014,11
Road cargo transport,2011-04-01,19825,2011,4
Road cargo transport,2012-06-01,8138.97,2012,6
Road cargo transport,2011-01-01,5438.76,2011,1
Road cargo transport,2014-10-01,18358.74,2014,10
Road cargo transport,2012-11-01,5441.48,2012,11
Road cargo transport,2013-01-01,6303.53,2013,1
Road cargo transport,2012-07-01,5238.01,2012,7
Road cargo transport,2011-11-01,8858.1,2011,11
Roofing service,2011-01-01,48173.86,2011,1
Roofing service,2012-06-01,39159.69,2012,6
Roofing service,2011-04-01,55599.27,2011,4
Roofing service,2011-11-01,30471.1,2011,11
Roofing service,2012-07-01,55055.42,2012,7
Roofing service,2013-01-01,253920.66,2013,1
Roofing service,2012-11-01,100576.01,2012,11
Roofing service,2014-10-01,41366.22,2014,10
Roofing service,2012-01-01,52560.05,2012,1
Roofing service,2011-02-01,41524.51,2011,2
Roofing service,2012-08-01,144928.1,2012,8
Roofing service,2012-05-01,107314.75,2012,5
Roofing service,2014-11-01,77995.73,2014,11
Roofing service,2011-05-01,26814.87,2011,5
Roofing service,2012-10-01,173749.33,2012,10
Roofing service,2011-10-01,5234.07,2011,10
Roofing service,2012-04-01,149510.13,2012,4
Roofing service,2012-12-01,29435.56,2012,12
Roofing service,2011-09-01,77449.96,2011,9
Roofing service,2014-12-01,12155.56,2014,12
Roofing service,2011-07-01,2869.74,2011,7
Roofing service,2012-09-01,288949.31,2012,9
Roofing service,2011-06-01,45672.58,2011,6
Roofing service,2013-02-01,13989.59,2013,2
Roofing service,2011-12-01,36569.01,2011,12
Roofing service,2011-03-01,55852.93,2011,3
Roofing service,2012-02-01,6774.69,2012,2
Roofing service,2013-03-01,9443.23,2013,3
Roofing service,2012-03-01,13460.36,2012,3
Roofing service,2011-08-01,12758.68,2011,8
Rubber and plastic processing machinery and equipment and supplies,2014-01-01,7231.99,2014,1
Rubber and plastic processing machinery and equipment and supplies,2014-12-01,3295.17,2014,12
Rubber and plastic processing machinery and equipment and supplies,2014-11-01,3541.51,2014,11
Rubber and plastic processing machinery and equipment and supplies,2014-10-01,3883.96,2014,10
Rubber and plastic processing machinery and equipment and supplies,2014-03-01,9268.5,2014,3
Rubber production,2011-05-01,2124.87,2011,5
Rubber production,2012-12-01,821.38,2012,12
Rubber production,2012-04-01,1151.6,2012,4
Rubber production,2012-08-01,676.03,2012,8
Rubber production,2012-01-01,1276.86,2012,1
Rubber production,2011-11-01,2941.52,2011,11
Rubber production,2013-01-01,1490.53,2013,1
Rubber production,2011-01-01,1281.17,2011,1
Rubber production,2011-04-01,1416.62,2011,4
Rubber production,2013-03-01,2229.97,2013,3
Rubber production,2011-03-01,7279.89,2011,3
Rubber production,2011-09-01,3692.2,2011,9
Rubber production,2012-09-01,420.4,2012,9
Rubber production,2011-07-01,1612.9,2011,7
Sale of property and building,2011-06-01,55730.7,2011,6
Sale of property and building,2011-12-01,56396.94,2011,12
Sale of property and building,2011-03-01,6689.01,2011,3
Sale of property and building,2011-09-01,54989.2,2011,9
Sale of property and building,2014-12-01,27676.76,2014,12
Sale of property and building,2012-09-01,41197.02,2012,9
Sale of property and building,2012-03-01,6689.01,2012,3
Sale of property and building,2013-03-01,6201.77,2013,3
Sale of property and building,2013-01-01,6689.01,2013,1
Sale of property and building,2014-10-01,6321.98,2014,10
Sale of property and building,2012-06-01,47886.03,2012,6
Sale of property and building,2011-01-01,13734.04,2011,1
Sale of property and building,2014-11-01,20645.38,2014,11
Sale of property and building,2011-10-01,6139.7,2011,10
Sale of property and building,2012-10-01,6689.01,2012,10
Sale of property and building,2012-12-01,33348.5,2012,12
Sales and business promotion activities,2011-11-01,30918.33,2011,11
Sales and business promotion activities,2013-01-01,19566.46,2013,1
Sales and business promotion activities,2014-10-01,686,2014,10
Sales and business promotion activities,2012-11-01,30642.94,2012,11
Sales and business promotion activities,2011-01-01,10297.56,2011,1
Sales and business promotion activities,2012-06-01,6248.14,2012,6
Sales and business promotion activities,2013-06-01,8145,2013,6
Sales and business promotion activities,2011-04-01,37570.31,2011,4
Sales and business promotion activities,2011-05-01,21955.23,2011,5
Sales and business promotion activities,2014-11-01,8045.68,2014,11
Sales and business promotion activities,2013-08-01,1875,2013,8
Sales and business promotion activities,2011-10-01,20064.01,2011,10
Sales and business promotion activities,2012-10-01,21222.45,2012,10
Sales and business promotion activities,2012-12-01,35718.1,2012,12
Sales and business promotion activities,2012-04-01,11938.6,2012,4
Sales and business promotion activities,2012-01-01,16285.02,2012,1
Sales and business promotion activities,2012-08-01,22160.71,2012,8
Sales and business promotion activities,2014-04-01,499,2014,4
Sales and business promotion activities,2011-02-01,39280.49,2011,2
Sales and business promotion activities,2012-05-01,27747.84,2012,5
Sales and business promotion activities,2011-06-01,23728.32,2011,6
Sales and business promotion activities,2013-11-01,1365.09,2013,11
Sales and business promotion activities,2011-12-01,17832.4,2011,12
Sales and business promotion activities,2013-02-01,22869.2,2013,2
Sales and business promotion activities,2012-02-01,8719.23,2012,2
Sales and business promotion activities,2011-03-01,37208.83,2011,3
Sales and business promotion activities,2011-09-01,48417.67,2011,9
Sales and business promotion activities,2014-12-01,3657.8,2014,12
Sales and business promotion activities,2012-09-01,24230.8,2012,9
Sales and business promotion activities,2011-07-01,23126.64,2011,7
Sales and business promotion activities,2012-03-01,41711.89,2012,3
Sales and business promotion activities,2011-08-01,37499.29,2011,8
Sales and business promotion activities,2013-03-01,14394,2013,3
Sales and business promotion activities,2013-04-01,2945,2013,4
Sales and business promotion activities,2013-09-01,419.95,2013,9
Sales and business promotion activities,2013-05-01,4760,2013,5
Sales and business promotion activities,2013-12-01,1625,2013,12
Sales and business promotion activities,2012-07-01,43473.86,2012,7
Sawmilling services,2013-11-01,1131,2013,11
Sawmilling services,2013-08-01,2916,2013,8
Sawmilling services,2013-10-01,1783.84,2013,10
Scrap and waste materials,2011-08-01,11387.81,2011,8
Scrap and waste materials,2012-03-01,11919.08,2012,3
Scrap and waste materials,2013-05-01,747.8,2013,5
Scrap and waste materials,2013-03-01,7994.96,2013,3
Scrap and waste materials,2012-02-01,10611.17,2012,2
Scrap and waste materials,2011-03-01,8648.1,2011,3
Scrap and waste materials,2011-12-01,8805.74,2011,12
Scrap and waste materials,2013-02-01,9118.04,2013,2
Scrap and waste materials,2011-06-01,6968.7,2011,6
Scrap and waste materials,2012-09-01,8528.07,2012,9
Scrap and waste materials,2011-07-01,9487.62,2011,7
Scrap and waste materials,2014-12-01,1648.31,2014,12
Scrap and waste materials,2011-09-01,13166.93,2011,9
Scrap and waste materials,2012-12-01,16743.75,2012,12
Scrap and waste materials,2012-04-01,3734.55,2012,4
Scrap and waste materials,2011-10-01,8241.41,2011,10
Scrap and waste materials,2012-10-01,26473.33,2012,10
Scrap and waste materials,2011-05-01,1309.2,2011,5
Scrap and waste materials,2014-11-01,17059.08,2014,11
Scrap and waste materials,2012-05-01,14694.69,2012,5
Scrap and waste materials,2012-08-01,5373.84,2012,8
Scrap and waste materials,2011-02-01,944,2011,2
Scrap and waste materials,2012-01-01,15178.2,2012,1
Scrap and waste materials,2014-10-01,10625.5,2014,10
Scrap and waste materials,2012-11-01,1470.3,2012,11
Scrap and waste materials,2013-01-01,698.48,2013,1
Scrap and waste materials,2012-07-01,8213.79,2012,7
Scrap and waste materials,2011-11-01,4332.75,2011,11
Scrap and waste materials,2011-04-01,8514.58,2011,4
Scrap and waste materials,2012-06-01,11595.91,2012,6
Scrap and waste materials,2011-01-01,2755.4,2011,1
Security and personal safety,2012-12-01,2808,2012,12
Security and personal safety,2012-04-01,2348,2012,4
Security and personal safety,2011-05-01,1346.48,2011,5
Security and personal safety,2014-11-01,516.46,2014,11
Security and personal safety,2011-10-01,4771,2011,10
Security and personal safety,2012-10-01,15661.99,2012,10
Security and personal safety,2012-05-01,2152,2012,5
Security and personal safety,2012-01-01,1328,2012,1
Security and personal safety,2012-08-01,3536,2012,8
Security and personal safety,2011-02-01,1841.4,2011,2
Security and personal safety,2013-01-01,4026,2013,1
Security and personal safety,2014-10-01,499.8,2014,10
Security and personal safety,2012-11-01,2880,2012,11
Security and personal safety,2012-07-01,3610,2012,7
Security and personal safety,2011-11-01,620,2011,11
Security and personal safety,2011-04-01,3414.15,2011,4
Security and personal safety,2011-01-01,2891.66,2011,1
Security and personal safety,2012-06-01,3208,2012,6
Security and personal safety,2012-03-01,3996,2012,3
Security and personal safety,2011-08-01,2600,2011,8
Security and personal safety,2013-03-01,2682,2013,3
Security and personal safety,2011-12-01,1896,2011,12
Security and personal safety,2013-02-01,2160,2013,2
Security and personal safety,2012-02-01,1848,2012,2
Security and personal safety,2011-03-01,2594.31,2011,3
Security and personal safety,2011-06-01,2990.12,2011,6
Security and personal safety,2012-09-01,3592,2012,9
Security and personal safety,2011-07-01,1020,2011,7
Security and personal safety,2011-09-01,14836,2011,9
Security systems services,2011-11-01,778,2011,11
Security systems services,2012-07-01,732,2012,7
Security systems services,2014-10-01,1557,2014,10
Security systems services,2012-11-01,2770,2012,11
Security systems services,2013-01-01,19154,2013,1
Security systems services,2012-06-01,8754,2012,6
Security systems services,2011-01-01,40421.14,2011,1
Security systems services,2011-04-01,4018.6,2011,4
Security systems services,2012-10-01,11535,2012,10
Security systems services,2011-10-01,1469.48,2011,10
Security systems services,2014-11-01,75.19,2014,11
Security systems services,2011-05-01,10203.96,2011,5
Security systems services,2012-04-01,5978,2012,4
Security systems services,2012-12-01,1150,2012,12
Security systems services,2011-02-01,1086.5,2011,2
Security systems services,2012-08-01,5317,2012,8
Security systems services,2012-01-01,1623,2012,1
Security systems services,2012-05-01,7401.25,2012,5
Security systems services,2011-03-01,8277,2011,3
Security systems services,2011-12-01,4244.06,2011,12
Security systems services,2011-09-01,650,2011,9
Security systems services,2011-07-01,2364.46,2011,7
Security systems services,2012-09-01,7642,2012,9
Security systems services,2014-12-01,7025,2014,12
Security systems services,2011-08-01,2533,2011,8
Security systems services,2013-05-01,465,2013,5
Security systems services,2013-04-01,3208,2013,4
Security systems services,2013-03-01,27670,2013,3
Social development and services,2014-03-01,262902,2014,3
Social development and services,2012-06-01,1346126.62,2012,6
Social development and services,2014-06-01,792.4,2014,6
Social development and services,2011-01-01,235502.51,2011,1
Social development and services,2011-04-01,1017626.12,2011,4
Social development and services,2013-06-01,143822.6,2013,6
Social development and services,2011-11-01,889635.26,2011,11
Social development and services,2012-07-01,1063997.73,2012,7
Social development and services,2013-01-01,732143.79,2013,1
Social development and services,2014-10-01,2606273.1,2014,10
Social development and services,2012-11-01,1070685.25,2012,11
Social development and services,2012-01-01,929760.790000001,2012,1
Social development and services,2011-02-01,802767.569999999,2011,2
Social development and services,2013-10-01,356966.16,2013,10
Social development and services,2014-04-01,2560.4,2014,4
Social development and services,2012-08-01,1711582.27,2012,8
Social development and services,2014-02-01,268678.65,2014,2
Social development and services,2012-05-01,1083835.99,2012,5
Social development and services,2013-08-01,359775.79,2013,8
Social development and services,2014-11-01,1548185.66,2014,11
Social development and services,2011-05-01,876765.25,2011,5
Social development and services,2012-10-01,1063523.9,2012,10
Social development and services,2011-10-01,1355436.12999999,2011,10
Social development and services,2012-04-01,798881.81,2012,4
Social development and services,2012-12-01,1110878.07,2012,12
Social development and services,2011-09-01,1145327.06,2011,9
Social development and services,2014-12-01,2124590.38,2014,12
Social development and services,2013-07-01,99425.68,2013,7
Social development and services,2011-07-01,837085.81,2011,7
Social development and services,2012-09-01,1013583.73,2012,9
Social development and services,2011-06-01,1040303.12,2011,6
Social development and services,2013-02-01,1593974.87,2013,2
Social development and services,2013-11-01,166257.78,2013,11
Social development and services,2011-12-01,993230.910000001,2011,12
Social development and services,2011-03-01,726576.310000001,2011,3
Social development and services,2014-01-01,432383.15,2014,1
Social development and services,2012-02-01,910115.960000001,2012,2
Social development and services,2013-05-01,90295.39,2013,5
Social development and services,2013-04-01,220885.32,2013,4
Social development and services,2013-09-01,223039.11,2013,9
Social development and services,2013-03-01,1247868.74,2013,3
Social development and services,2013-12-01,305703.62,2013,12
Social development and services,2012-03-01,1199694.85,2012,3
Social development and services,2011-08-01,862554.390000001,2011,8
Software,2012-02-01,28693.5,2012,2
Software,2013-02-01,30756.81,2013,2
Software,2011-12-01,1444,2011,12
Software,2011-06-01,11058.27,2011,6
Software,2011-07-01,43613.56,2011,7
Software,2014-12-01,31373.5,2014,12
Software,2013-07-01,700,2013,7
Software,2011-09-01,5003.52,2011,9
Software,2012-03-01,17032.28,2012,3
Software,2013-05-01,29451.43,2013,5
Software,2013-04-01,10620,2013,4
Software,2013-03-01,18631.18,2013,3
Software,2012-11-01,29563.31,2012,11
Software,2014-10-01,639.9,2014,10
Software,2013-01-01,521,2013,1
Software,2011-11-01,33061.26,2011,11
Software,2012-07-01,2452.94,2012,7
Software,2012-06-01,32684.51,2012,6
Software,2011-01-01,41726.9,2011,1
Software,2012-04-01,19159.38,2012,4
Software,2012-12-01,42824.79,2012,12
Software,2012-10-01,6015.5,2012,10
Software,2011-10-01,2458.14,2011,10
Software,2013-08-01,1460,2013,8
Software,2014-11-01,450,2014,11
Software,2011-05-01,3500,2011,5
Software,2012-05-01,450,2012,5
Software,2012-08-01,29990.81,2012,8
Software,2012-01-01,431.25,2012,1
Software,2011-03-01,3575,2011,3
Specialized trade construction and maintenance services,2012-03-01,18735.5,2012,3
Specialized trade construction and maintenance services,2013-03-01,2158.5,2013,3
Specialized trade construction and maintenance services,2013-09-01,35395.77,2013,9
Specialized trade construction and maintenance services,2011-06-01,2430,2011,6
Specialized trade construction and maintenance services,2013-11-01,1300,2013,11
Specialized trade construction and maintenance services,2012-09-01,3488.02,2012,9
Specialized trade construction and maintenance services,2013-08-01,23591.72,2013,8
Specialized trade construction and maintenance services,2011-10-01,800,2011,10
Specialized trade construction and maintenance services,2012-10-01,480,2012,10
Specialized trade construction and maintenance services,2012-12-01,475,2012,12
Specialized trade construction and maintenance services,2012-07-01,705,2012,7
Specialized trade construction and maintenance services,2011-11-01,16497.4,2011,11
Specialized trade construction and maintenance services,2012-11-01,2095,2012,11
Specialized trade construction and maintenance services,2014-10-01,17542.56,2014,10
Specialized trade construction and maintenance services,2013-06-01,24648.1,2013,6
Specialized trade construction and maintenance services,2011-04-01,690,2011,4
Specialized warehousing and storage,2013-02-01,1310.96,2013,2
Specialized warehousing and storage,2011-12-01,14521.61,2011,12
Specialized warehousing and storage,2011-03-01,240531.18,2011,3
Specialized warehousing and storage,2012-02-01,21060.13,2012,2
Specialized warehousing and storage,2011-09-01,5207.61,2011,9
Specialized warehousing and storage,2014-12-01,6226.46,2014,12
Specialized warehousing and storage,2011-07-01,19870.58,2011,7
Specialized warehousing and storage,2012-09-01,15226.1,2012,9
Specialized warehousing and storage,2012-03-01,45821.78,2012,3
Specialized warehousing and storage,2011-08-01,39040.1,2011,8
Specialized warehousing and storage,2013-03-01,6534.83,2013,3
Specialized warehousing and storage,2011-11-01,20297.53,2011,11
Specialized warehousing and storage,2012-07-01,112793.55,2012,7
Specialized warehousing and storage,2013-01-01,10885.2,2013,1
Specialized warehousing and storage,2012-11-01,18341.57,2012,11
Specialized warehousing and storage,2011-01-01,609.24,2011,1
Specialized warehousing and storage,2012-06-01,17274.71,2012,6
Specialized warehousing and storage,2011-04-01,2787.93,2011,4
Specialized warehousing and storage,2014-11-01,12703.76,2014,11
Specialized warehousing and storage,2011-05-01,22011.43,2011,5
Specialized warehousing and storage,2012-10-01,25627.33,2012,10
Specialized warehousing and storage,2011-10-01,23006.76,2011,10
Specialized warehousing and storage,2012-04-01,2829.44,2012,4
Specialized warehousing and storage,2012-12-01,5731.65,2012,12
Specialized warehousing and storage,2012-01-01,4776.33,2012,1
Specialized warehousing and storage,2011-02-01,4515.96,2011,2
Specialized warehousing and storage,2012-08-01,3067.49,2012,8
Specialized warehousing and storage,2012-05-01,84889.98,2012,5
Specialized warehousing and storage,2011-06-01,2259.04,2011,6
Sport clubs,2013-03-01,3452.83,2013,3
Sport clubs,2012-03-01,2905.75,2012,3
Sport clubs,2011-08-01,1570,2011,8
Sport clubs,2014-12-01,480.78,2014,12
Sport clubs,2011-07-01,2188.87,2011,7
Sport clubs,2011-09-01,35225.55,2011,9
Sport clubs,2013-02-01,1166.66,2013,2
Sport clubs,2011-12-01,350000,2011,12
Sport clubs,2011-03-01,1836.8,2011,3
Sport clubs,2012-02-01,450,2012,2
Sport clubs,2011-06-01,38269.29,2011,6
Sport clubs,2012-05-01,3510,2012,5
Sport clubs,2012-01-01,3984.15,2012,1
Sport clubs,2012-04-01,2460,2012,4
Sport clubs,2012-12-01,5003,2012,12
Sport clubs,2013-08-01,700,2013,8
Sport clubs,2014-11-01,1303.58,2014,11
Sport clubs,2011-05-01,612,2011,5
Sport clubs,2012-10-01,610,2012,10
Sport clubs,2011-10-01,2585,2011,10
Sport clubs,2011-04-01,8128.66,2011,4
Sport clubs,2012-06-01,3550.24,2012,6
Sport clubs,2011-01-01,3507.44,2011,1
Sport clubs,2013-01-01,583.33,2013,1
Sport clubs,2012-11-01,907.5,2012,11
Sports and Recreational Equipment and Supplies and Accessories,2012-07-01,2500,2012,7
Sports and Recreational Equipment and Supplies and Accessories,2013-01-01,422.1,2013,1
Sports and Recreational Equipment and Supplies and Accessories,2011-01-01,2786,2011,1
Sports and Recreational Equipment and Supplies and Accessories,2012-06-01,625.2,2012,6
Sports and Recreational Equipment and Supplies and Accessories,2013-06-01,1750,2013,6
Sports and Recreational Equipment and Supplies and Accessories,2011-04-01,760,2011,4
Sports and Recreational Equipment and Supplies and Accessories,2012-10-01,1078,2012,10
Sports and Recreational Equipment and Supplies and Accessories,2011-05-01,5859.85,2011,5
Sports and Recreational Equipment and Supplies and Accessories,2012-12-01,501,2012,12
Sports and Recreational Equipment and Supplies and Accessories,2012-04-01,3437.8,2012,4
Sports and Recreational Equipment and Supplies and Accessories,2012-08-01,2500,2012,8
Sports and Recreational Equipment and Supplies and Accessories,2011-02-01,2214.57,2011,2
Sports and Recreational Equipment and Supplies and Accessories,2012-01-01,937.8,2012,1
Sports and Recreational Equipment and Supplies and Accessories,2012-05-01,4996.72,2012,5
Sports and Recreational Equipment and Supplies and Accessories,2011-03-01,7071.3,2011,3
Sports and Recreational Equipment and Supplies and Accessories,2011-12-01,1169.38,2011,12
Sports and Recreational Equipment and Supplies and Accessories,2013-02-01,833.33,2013,2
Sports and Recreational Equipment and Supplies and Accessories,2011-09-01,1406.7,2011,9
Sports and Recreational Equipment and Supplies and Accessories,2012-09-01,520,2012,9
Sports and Recreational Equipment and Supplies and Accessories,2011-07-01,2949,2011,7
Sports and Recreational Equipment and Supplies and Accessories,2012-03-01,1283.5,2012,3
Sports equipment and accessories,2012-08-01,1318.41,2012,8
Sports equipment and accessories,2012-01-01,2698,2012,1
Sports equipment and accessories,2012-07-01,435.87,2012,7
Sports equipment and accessories,2011-09-01,4026,2011,9
Sports equipment and accessories,2012-04-01,2560,2012,4
Staff recruiting services,2013-02-01,1207.18,2013,2
Staff recruiting services,2013-01-01,1429.76,2013,1
Staff recruiting services,2014-10-01,2804.76,2014,10
Stationery,2011-09-01,500,2011,9
Stationery,2013-02-01,9049,2013,2
Stationery,2011-03-01,1874,2011,3
Stationery,2013-03-01,504,2013,3
Stationery,2012-03-01,2580,2012,3
Stationery,2011-04-01,759.85,2011,4
Stationery,2014-10-01,1085,2014,10
Stationery,2012-11-01,8890.61,2012,11
Stationery,2012-05-01,978.9,2012,5
Stationery,2014-11-01,24300.03,2014,11
Stationery,2012-10-01,13271.84,2012,10
Stationery,2012-04-01,7949.43,2012,4
Structural components and basic shapes,2012-07-01,4500,2012,7
Structural components and basic shapes,2011-11-01,4416,2011,11
Structural components and basic shapes,2012-08-01,1140.4,2012,8
Structural components and basic shapes,2012-01-01,3749,2012,1
Structural components and basic shapes,2012-12-01,475,2012,12
Structural components and basic shapes,2011-10-01,715.6,2011,10
Structural components and basic shapes,2012-09-01,1900,2012,9
Structural components and basic shapes,2013-07-01,2734,2013,7
Structural components and basic shapes,2014-12-01,9537,2014,12
Structural components and basic shapes,2011-09-01,6060.82,2011,9
Structural components and basic shapes,2012-02-01,1963,2012,2
Structural components and basic shapes,2011-03-01,980,2011,3
Structural components and basic shapes,2013-11-01,940,2013,11
Structural components and basic shapes,2013-02-01,1917.96,2013,2
Structural components and basic shapes,2013-03-01,945,2013,3
Structural components and basic shapes,2011-08-01,930,2011,8
Structural components and basic shapes,2012-03-01,750,2012,3
Structures and Building and Construction and Manufacturing Components and Supplies,2011-03-01,595.88,2011,3
Structures and Building and Construction and Manufacturing Components and Supplies,2013-03-01,811.8,2013,3
Structures and Building and Construction and Manufacturing Components and Supplies,2014-10-01,1453.7,2014,10
Structures and Building and Construction and Manufacturing Components and Supplies,2012-04-01,506.07,2012,4
Taxicab services,2011-12-01,392348.48,2011,12
Taxicab services,2013-11-01,150100.69,2013,11
Taxicab services,2013-02-01,706384.09,2013,2
Taxicab services,2012-02-01,375096.37,2012,2
Taxicab services,2014-01-01,57746.43,2014,1
Taxicab services,2011-03-01,215924.14,2011,3
Taxicab services,2011-09-01,50428.08,2011,9
Taxicab services,2014-05-01,31849.71,2014,5
Taxicab services,2013-07-01,218534.26,2013,7
Taxicab services,2014-12-01,678051.41,2014,12
Taxicab services,2012-09-01,65321.73,2012,9
Taxicab services,2011-07-01,277349.04,2011,7
Taxicab services,2012-03-01,291234.36,2012,3
Taxicab services,2011-08-01,208712.53,2011,8
Taxicab services,2013-03-01,411063.15,2013,3
Taxicab services,2013-05-01,159726.86,2013,5
Taxicab services,2013-09-01,30111.1,2013,9
Taxicab services,2013-04-01,174072.1,2013,4
Taxicab services,2014-08-01,48895.56,2014,8
Taxicab services,2013-12-01,83187.98,2013,12
Taxicab services,2012-07-01,267221.33,2012,7
Taxicab services,2011-11-01,310539.25,2011,11
Taxicab services,2013-01-01,957406.97,2013,1
Taxicab services,2012-11-01,641823.81,2012,11
Taxicab services,2014-10-01,543947.74,2014,10
Taxicab services,2014-03-01,70217.57,2014,3
Taxicab services,2011-01-01,182805.92,2011,1
Taxicab services,2012-06-01,425005.51,2012,6
Taxicab services,2014-07-01,65582.17,2014,7
Taxicab services,2014-06-01,50492.98,2014,6
Taxicab services,2013-06-01,131392.39,2013,6
Taxicab services,2011-04-01,352439.55,2011,4
Taxicab services,2011-05-01,146267.97,2011,5
Taxicab services,2014-11-01,563464.83,2014,11
Taxicab services,2013-08-01,134786.57,2013,8
Taxicab services,2011-10-01,278399.88,2011,10
Taxicab services,2012-10-01,344977.06,2012,10
Taxicab services,2012-12-01,458027.66,2012,12
Taxicab services,2012-04-01,392767.74,2012,4
Taxicab services,2012-01-01,226527.13,2012,1
Taxicab services,2013-10-01,149981.23,2013,10
Taxicab services,2014-04-01,60326.35,2014,4
Taxicab services,2012-08-01,284071.93,2012,8
Taxicab services,2011-02-01,276303.28,2011,2
Taxicab services,2014-02-01,77337.27,2014,2
Taxicab services,2012-05-01,256729.07,2012,5
Taxicab services,2011-06-01,330988.85,2011,6
Technical professional schools,2012-11-01,3000,2012,11
Technical professional schools,2014-10-01,6033.43,2014,10
Technical professional schools,2011-11-01,6484.4,2011,11
Technical professional schools,2012-07-01,6488.4,2012,7
Technical professional schools,2011-04-01,14080,2011,4
Technical professional schools,2012-06-01,6488.4,2012,6
Technical professional schools,2011-01-01,6560,2011,1
Technical professional schools,2012-04-01,18245,2012,4
Technical professional schools,2011-10-01,30541.6,2011,10
Technical professional schools,2012-05-01,6488.4,2012,5
Technical professional schools,2012-01-01,6488.4,2012,1
Technical professional schools,2011-02-01,20160,2011,2
Technical professional schools,2013-02-01,3000,2013,2
Technical professional schools,2011-12-01,7022.85,2011,12
Technical professional schools,2011-03-01,34420,2011,3
Technical professional schools,2012-02-01,6488.4,2012,2
Technical professional schools,2011-06-01,9480,2011,6
Technical professional schools,2011-07-01,8380,2011,7
Technical professional schools,2012-03-01,11603.4,2012,3
Telecommunication Services,2011-09-01,353947.54,2011,9
Telecommunication Services,2014-12-01,3157183.04,2014,12
Telecommunication Services,2013-07-01,8184.8,2013,7
Telecommunication Services,2011-07-01,1434867.86,2011,7
Telecommunication Services,2012-09-01,958751.32,2012,9
Telecommunication Services,2011-06-01,641526.63,2011,6
Telecommunication Services,2013-02-01,200660.71,2013,2
Telecommunication Services,2011-12-01,928982.6,2011,12
Telecommunication Services,2013-11-01,18831.83,2013,11
Telecommunication Services,2011-03-01,1865860.2,2011,3
Telecommunication Services,2012-02-01,903643.22,2012,2
Telecommunication Services,2013-05-01,16673.6,2013,5
Telecommunication Services,2013-09-01,23220.97,2013,9
Telecommunication Services,2013-04-01,23457.02,2013,4
Telecommunication Services,2013-03-01,2182153.81,2013,3
Telecommunication Services,2012-03-01,1793978.56,2012,3
Telecommunication Services,2011-08-01,626456.02,2011,8
Telecommunication Services,2014-03-01,2789.21,2014,3
Telecommunication Services,2012-06-01,247592.33,2012,6
Telecommunication Services,2011-01-01,1190129.98,2011,1
Telecommunication Services,2011-04-01,888727.3,2011,4
Telecommunication Services,2013-06-01,27157.33,2013,6
Telecommunication Services,2011-11-01,1775193.67,2011,11
Telecommunication Services,2012-07-01,751202.53,2012,7
Telecommunication Services,2013-01-01,1067380.2,2013,1
